ID,Class,Order,Family,Genus,Species,SciName,CommonName,PreyGroup,PreyMass
707,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
708,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
709,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
710,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
711,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
712,Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,Botaurus lentiginosus,American Bittern,Secretive Marsh Bird,706
713,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
714,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
715,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
716,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
717,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
718,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
719,Aves,Pelecaniformes,Ardeidae,Ardea,alba,Ardea alba,Great Egret,Wading Bird,907
720,Aves,Pelecaniformes,Threskiornithidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Wading Bird,NA
721,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
722,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
723,Mammalia,Eulipotyphla,Soricidae,Cryptotis,parva,Cryptotis parva,North American Least Shrew,Small Mammal,5
724,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
725,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
726,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
727,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
728,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
729,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
730,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
731,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
732,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
733,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
734,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
735,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
736,Aves,Passeriformes,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Passerine,NA
737,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
738,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
739,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
740,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
741,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
742,Aves,Charadriiformes,Scolopacidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
743,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
744,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
745,Mammalia,Rodentia,Cricetidae,Oryzomys,palustris,Oryzomys palustris,Marsh Rice Rat,Small Mammal,54
746,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
747,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
748,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
749,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
750,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
751,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
752,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
753,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
754,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
755,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
756,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
757,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
758,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
759,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
760,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
761,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
762,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
763,Aves,Gruiformes,Rallidae,Fulica,americana,Fulica americana,American Coot,Secretive Marsh Bird,637
764,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
765,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
766,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
767,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
768,Aves,Gruiformes,Aramidae,Aramus,guarauna,Aramus guarauna,Limpkin,Secretive Marsh Bird,1080
769,Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,Botaurus lentiginosus,American Bittern,Secretive Marsh Bird,706
770,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
771,Mammalia,Rodentia,Muridae,Mus,musculus,Mus musculus,House Mouse,Small Mammal,16
772,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
773,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
774,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
775,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
776,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
777,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
778,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
779,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
780,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
781,Aves,Gruiformes,Rallidae,Gallinula,galeata,Gallinula galeata,Common Gallinule,Secretive Marsh Bird,377
782,Aves,Gruiformes,Rallidae,Gallinula,galeata,Gallinula galeata,Common Gallinule,Secretive Marsh Bird,377
783,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
784,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
785,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
786,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
787,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
788,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
789,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
790,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
791,Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,Botaurus lentiginosus,American Bittern,Secretive Marsh Bird,706
792,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
793,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
794,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
795,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
796,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus allapaticola,Peromyscus gossipinus allapaticola,Key Largo Cotton Mouse,Small Mammal,29
797,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
798,Mammalia,Rodentia,Cricetidae,Neotoma,floridana smalli,Neotoma floridana smalli,Key Largo Woodrat,Small Mammal,200
799,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
800,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
801,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
802,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
803,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
804,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
805,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
806,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
807,Aves,Pelecaniformes,Ardeidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Wading Bird,NA
808,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
809,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
810,Aves,Podicipediformes,Podicipedidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
811,Aves,Podicipediformes,Podicipedidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
812,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
813,Aves,Suliformes,Anhingidae,Anhinga,anhinga,Anhinga anhinga,Anhinga,Aquatic Bird,1235
814,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
815,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
816,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
817,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
818,Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,Botaurus lentiginosus,American Bittern,Secretive Marsh Bird,706
819,Aves,Pelecaniformes,Threskiornithidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Wading Bird,NA
820,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
821,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
822,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
823,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
824,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
825,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
826,Aves,Ciconiiformes,Ciconiidae,Mycteria,americana,Mycteria americana,Wood Stork,Wading Bird,2554
827,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
828,Aves,Pelecaniformes,Ardeidae,Ixobrychus,exilis,Ixobrychus exilis,Least Bittern,Secretive Marsh Bird,86
829,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
830,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
831,Mammalia,Rodentia,Sciuridae,Sciurus,niger,Sciurus niger,Fox Squirrel,Small Mammal,762
832,Aves,Gruiformes,Rallidae,Porphyrio,martinica,Porphyrio martinica,Purple Gallinule,Secretive Marsh Bird,235
833,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
834,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
835,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
836,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
837,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,Odocoileus virginianus,White-Tailed Deer,Deer,75000
838,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
839,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
840,Mammalia,Carnivora,Felidae,Felis,catus,Felis catus,Domestic Cats,Mesomammal,2885
841,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
842,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
843,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
844,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
845,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
846,Mammalia,Cingulata,Dasypodidae,Dasypus,novemcinctus,Dasypus novemcinctus,Nine-Banded Armadillo,Mesomammal,4204
847,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
848,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
849,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
850,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
851,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
852,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
853,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
854,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
855,Aves,Pelecaniformes,Ardeidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Wading Bird,NA
856,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
857,Aves,Accipitriformes,Cathartidae,Coragyps,atratus,Coragyps atratus,Black Vulture,Other Bird,1882
858,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
859,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
860,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
861,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
862,Aves,Gruiformes,Rallidae,Porzana,carolina,Porzana carolina,Sora,Secretive Marsh Bird,75
863,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
864,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
865,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
866,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
867,Aves,Ciconiiformes,Ciconiidae,Mycteria,americana,Mycteria americana,Wood Stork,Wading Bird,2554
868,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
869,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
870,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
871,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
872,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
873,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
874,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
875,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
876,Mammalia,Carnivora,Felidae,Felis,catus,Felis catus,Domestic Cats,Mesomammal,2885
877,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
878,Aves,Pelecaniformes,Ardeidae,Ardea,alba,Ardea alba,Great Egret,Wading Bird,907
879,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
880,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
881,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
882,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
883,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
884,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
885,Aves,Pelecaniformes,Ardeidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Wading Bird,NA
886,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
887,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
888,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
889,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
890,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
891,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
892,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
893,Aves,Pelecaniformes,Ardeidae,Ardea,alba,Ardea alba,Great Egret,Wading Bird,907
894,Mammalia,Rodentia,Muridae,Mus,musculus,Mus musculus,House Mouse,Small Mammal,16
895,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
896,Mammalia,Eulipotyphla,Soricidae,Cryptotis,parva,Cryptotis parva,North American Least Shrew,Small Mammal,5
897,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
898,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
899,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
900,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
901,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
902,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
903,Mammalia,Lagomorpha,Leporidae,Sylvilagus,floridanus,Sylvilagus floridanus,Eastern Cottontail,Rabbit,1173
904,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
905,Aves,Gruiformes,Rallidae,Fulica,americana,Fulica americana,American Coot,Secretive Marsh Bird,637
906,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
907,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
908,Aves,Passeriformes,Cardinalidae,Cardinalis,cardinalis,Cardinalis cardinalis,Northern Cardinal,Passerine,43
